"","regulator","target","strength","effect"
"7941","HK411","HK391",2.65682989059258,1
"7942","HK411","HK3098",1.70960087965366,1
"7943","HK411","HK2670",9.46095154873018,1
"7944","HK411","HK2680",2.24833164560099,1
"7945","HK411","HK3540",10.1677402806399,-1
"7946","HK411","HK2700",1.61570005235901,1
"7947","HK411","HK2709",22.7289452161012,-1
"7948","HK411","HK2710",1.22490709053555,1
"7949","HK3110","HK163",1.87302730799455,-1
"7950","HK3110","HK3563",1.08666567117621,1
"7951","HK1477","HK1366",16.8893882548784,1
"7952","HK1477","HK244",30.9689038086971,1
"7953","HK1477","HK2414",4.07251607917424,-1
"7954","HK1477","HK3473",5.42303758479742,1
"7955","HK1477","HK139",88.6222960264417,1
"7956","HK1477","HK2676",5.95324558092567,1
"7957","HK1477","HK1259",11.2614775624711,1
"7958","HK1477","HK2708",7.20692634841528,-1
"7959","HK1019","HK1476",2.78079128079134,1
"7960","HK1019","HK3666",43.9579568594608,-1
"7961","HK1019","HK3758",32.1647253651897,1
"7962","HK1019","HK1065",3.09668022296037,-1
"7963","HK1019","HK2133",42.235526103282,1
"7964","HK3602","HK1396",14.2597523530309,1
"7965","HK3602","HK1031",1.89076336061535,1
"7966","HK3602","HK3702",65.4941532336221,1
"7967","HK3602","HK209",3.98337317431029,1
"7968","HK3602","HK1714",4.22052915138056,1
"7969","HK3602","HK1779",5.37003466234829,1
"7970","HK3602","HK1878",1.26710973441157,1
"7971","HK3602","HK1081",19.0042498278673,1
"7972","HK3602","HK2042",1.24752137919117,1
"7973","HK3602","HK2138",17.436123418404,1
"7974","HK3602","HK3445",8.62539861606835,1
"7975","HK3602","HK2414",1.44791276663426,1
"7976","HK3602","HK2724",55.1573861403784,-1
"7977","HK3665","HK409",50.0563026332738,1
"7978","HK3665","HK3802",11.511749268892,1
"7979","HK3665","HK2861",3.96211069226484,1
"7980","HK3665","HK2265",29.9813368537503,1
"7981","HK3665","HK2705",1.27713881410323,1
"7982","HK3168","HK996",2.23195790212046,1
"7983","HK3238","HK2775",37.1419177815103,-1
"7984","HK3238","HK2777",1.22976025404194,1
"7985","HK3238","HK1703",8.40620001399817,1
"7986","HK3238","HK502",71.4900775095764,1
"7987","HK3238","HK1990",4.99329278460154,-1
"7988","HK3239","HK713",7.01076791128918,1
"7989","HK3239","HK443",11.0273186856146,1
"7990","HK3239","HK1684",13.6931135362987,1
"7991","HK3239","HK3793",15.8265941312775,-1
"7992","HK3239","HK3795",37.7615100610797,1
"7993","HK412","HK1392",4.1610727523306,1
"7994","HK412","HK3645",1.00686115789987,1
"7995","HK412","HK1410",61.3819560125864,-1
"7996","HK412","HK4",1.04998400957475,1
"7997","HK412","HK1571",19.4768103197303,1
"7998","HK412","HK1040",2.67939215443392,-1
"7999","HK412","HK928",73.5554595412569,1
"8000","HK412","HK943",8.94684199317712,1
"8001","HK412","HK2048",1.44096547828227,1
"8002","HK412","HK2927",4.08319210802383,1
"8003","HK1339","HK3601",18.0592078470104,1
"8004","HK1339","HK3638",2.58864606668564,1
"8005","HK1339","HK1392",5.10566659165001,1
"8006","HK1339","HK3114",2.32984088375394,-1
"8007","HK1339","HK14",6.87176642494479,1
"8008","HK1339","HK3689",83.8394777748902,-1
"8009","HK1339","HK1169",2.21946252249316,1
"8010","HK1339","HK1176",10.5057522409078,1
"8011","HK1339","HK3763",33.6616841829199,1
"8012","HK1339","HK224",30.7108445557066,-1
"8013","HK1339","HK3187",9.79058101626195,1
"8014","HK1339","HK1991",11.450804672774,1
"8015","HK1339","HK86",8.24345039167518,1
"8016","HK1339","HK2180",3.50373598649921,1
"8017","HK1339","HK3450",6.81232531915891,1
"8018","HK1339","HK1229",1.02465482788932,1
"8019","HK1339","HK3479",63.0537805650434,1
"8020","HK1339","HK2518",9.03714232056295,1
"8021","HK1339","HK2547",3.45970007080293,-1
"8022","HK1339","HK2572",1.04422254853912,1
"8023","HK1339","HK2705",1.40496284702607,-1
"8024","HK1442","HK3766",3.51844504046807,-1
"8025","HK1442","HK1710",2.22727594408373,1
"8026","HK1442","HK99",30.5522351076937,-1
"8027","HK1442","HK2995",5.45131068345659,-1
"8028","HK1485","HK1507",5.25668616920808,1
"8029","HK1485","HK462",63.4561702908915,-1
"8030","HK1485","HK1190",9.38680754348882,1
"8031","HK1485","HK3533",6.52510710594114,1
"8032","HK1485","HK155",1.27082217031093,1
"8033","HK900","HK826",70.2050910834268,-1
"8034","HK900","HK903",7.77626116074052,1
"8035","HK900","HK175",17.0364982766694,1
"8036","HK900","HK2761",5.27851668573551,1
"8037","HK900","HK1554",19.5828420678628,1
"8038","HK900","HK1573",18.4082507615189,-1
"8039","HK900","HK1577",22.423995103647,1
"8040","HK900","HK1040",12.37570971393,-1
"8041","HK900","HK1586",74.5763896920723,-1
"8042","HK900","HK1663",25.9449520257544,1
"8043","HK900","HK208",8.54139934585039,1
"8044","HK900","HK3762",20.2782433883994,1
"8045","HK900","HK925",6.17515902325831,1
"8046","HK900","HK2835",6.35992139572662,1
"8047","HK900","HK1851",83.6918702295887,1
"8048","HK900","HK1916",45.3114998908422,1
"8049","HK900","HK2892",33.6970208740999,1
"8050","HK900","HK246",19.2788257156865,1
"8051","HK900","HK1968",18.3085335765352,1
"8052","HK900","HK256",4.3495853942684,1
"8053","HK900","HK1982",13.4927585833729,-1
"8054","HK900","HK763",1.35054276561832,1
"8055","HK900","HK275",6.90874302737214,1
"8056","HK900","HK318",2.54270454387529,-1
"8057","HK900","HK2400",2.1069260930809,1
"8058","HK900","HK976",38.8036434053007,1
"8059","HK900","HK1235",1.32082563341128,1
"8060","HK900","HK339",45.0541263548492,-1
"8061","HK900","HK2535",6.87088332176593,1
"8062","HK900","HK3158",7.52041199887877,1
"8063","HK900","HK687",7.02857528490989,1
"8064","HK1489","HK1430",35.8419698585206,1
"8065","HK1489","HK3239",81.8036827400908,1
"8066","HK1489","HK2754",5.41317087686617,-1
"8067","HK1489","HK3122",2.20533922163413,1
"8068","HK1489","HK2025",18.4558549786638,1
"8069","HK1489","HK1336",1.28577472059448,1
"8070","HK1368","HK1273",11.3018298373657,-1
"8071","HK1368","HK31",63.8588086518771,1
"8072","HK1368","HK3755",59.4160854917375,-1
"8073","HK1368","HK1078",64.0562132649087,1
"8074","HK1368","HK1899",13.6017004980688,1
"8075","HK1368","HK2120",3.1614341225576,1
"8076","HK1368","HK2282",13.2259376367625,1
"8077","HK1463","HK1497",3.2348362403581,1
"8078","HK1463","HK1548",8.19051716875156,1
"8079","HK1463","HK455",5.20440828752114,-1
"8080","HK1463","HK1640",1.27170361109994,1
"8081","HK1463","HK3740",1.39504075723972,-1
"8082","HK1463","HK3798",21.5274180721086,-1
"8083","HK1463","HK272",49.581009680947,1
"8084","HK1463","HK3565",14.9746117234686,1
"8085","HK1463","HK2163",91.8078347432511,1
"8086","HK1463","HK337",14.3716729631222,1
"8087","HK1463","HK126",7.99322256294662,-1
"8088","HK1463","HK1239",4.44750585531759,1
"8089","HK1463","HK2547",41.3180605621989,1
"8090","HK1463","HK2657",81.1404018621796,1
"8091","HK1463","HK697",39.8585055493792,-1
"8092","HK1463","HK1141",47.4187728980151,-1
"8093","HK3649","HK354",37.5267922841103,1
"8094","HK710","HK1018",21.6116312701743,1
"8095","HK710","HK3239",18.4850138862343,1
"8096","HK710","HK5",12.3957433475562,-1
"8097","HK710","HK1385",10.1931356294808,1
"8098","HK710","HK1498",16.8424152520563,1
"8099","HK710","HK1507",4.10143312194662,1
"8100","HK710","HK1521",1.03624506852008,1
"8101","HK710","HK2768",37.5630049572735,1
"8102","HK710","HK1565",8.49257180975533,1
"8103","HK710","HK3706",2.94629977773377,1
"8104","HK710","HK2780",28.5148653371004,-1
"8105","HK710","HK445",3.45745429191528,1
"8106","HK710","HK2782",13.981015375284,-1
"8107","HK710","HK29",6.79178404640571,-1
"8108","HK710","HK1586",88.2964693987712,1
"8109","HK710","HK3280",38.687317022124,-1
"8110","HK710","HK3716",15.7136839274158,1
"8111","HK710","HK1594",19.703764287523,1
"8112","HK710","HK450",3.12216745895101,1
"8113","HK710","HK1597",1.32996340247756,1
"8114","HK710","HK728",21.7004397175926,1
"8115","HK710","HK2801",24.6345777418976,1
"8116","HK710","HK1620",40.3890821198885,1
"8117","HK710","HK3296",1.53086980013784,-1
"8118","HK710","HK1637",88.6852426133349,-1
"8119","HK710","HK1642",22.7317992826832,1
"8120","HK710","HK3748",1.35071171851249,1
"8121","HK710","HK3750",20.9306330745712,1
"8122","HK710","HK1674",1.16417437367297,-1
"8123","HK710","HK1703",1.00414545731621,-1
"8124","HK710","HK1711",23.7390058708909,1
"8125","HK710","HK2820",1.15849771683038,-1
"8126","HK710","HK1724",5.67855773598532,1
"8127","HK710","HK3776",16.3041555258391,-1
"8128","HK710","HK3321",3.43219506188629,1
"8129","HK710","HK1739",1.49783552007909,-1
"8130","HK710","HK3324",4.86333859962337,-1
"8131","HK710","HK3554",55.7856021636341,-1
"8132","HK710","HK1766",11.4740470782024,1
"8133","HK710","HK1799",7.70359845429184,1
"8134","HK710","HK2843",63.7464169501189,1
"8135","HK710","HK2847",4.61069219216551,1
"8136","HK710","HK2854",6.45208264826498,1
"8137","HK710","HK2856",41.2983814517882,1
"8138","HK710","HK1845",46.4291462385113,1
"8139","HK710","HK1857",1.83883823475864,1
"8140","HK710","HK3820",21.0640517102073,-1
"8141","HK710","HK3359",12.6046084877872,1
"8142","HK710","HK1868",33.7453016538292,-1
"8143","HK710","HK3360",43.9969224101513,1
"8144","HK710","HK3829",56.3872348961843,1
"8145","HK710","HK3831",9.43804920397487,1
"8146","HK710","HK1892",4.74225361333238,1
"8147","HK710","HK2870",52.9355813488889,1
"8148","HK710","HK1900",12.1774191403586,1
"8149","HK710","HK1904",1.28378823654175,-1
"8150","HK710","HK1925",98.7577906097245,1
"8151","HK710","HK2877",4.14492310016537,1
"8152","HK710","HK3369",25.4575603118977,1
"8153","HK710","HK2883",2.44247738755895,1
"8154","HK710","HK74",18.4040707739708,1
"8155","HK710","HK3849",11.3379877787344,-1
"8156","HK710","HK3850",5.48039197158871,1
"8157","HK710","HK2887",4.59791713007909,1
"8158","HK710","HK1945",56.4567871052074,1
"8159","HK710","HK1949",5.46815597690129,1
"8160","HK710","HK3860",1.58273224860909,1
"8161","HK710","HK2899",6.0404168174262,1
"8162","HK710","HK1972",46.4608354316496,1
"8163","HK710","HK80",2.33512298952989,1
"8164","HK710","HK3865",1.8220220664585,-1
"8165","HK710","HK2906",15.6721616428269,1
"8166","HK710","HK3867",12.8154017709632,1
"8167","HK710","HK756",73.7360672099996,-1
"8168","HK710","HK3389",14.5070380375094,1
"8169","HK710","HK1992",8.95017802354482,1
"8170","HK710","HK1997",1.16277653333138,1
"8171","HK710","HK3876",7.43521822030262,1
"8172","HK710","HK757",28.0519819740093,1
"8173","HK710","HK2014",2.75338408334423,1
"8174","HK710","HK2015",29.4618895558851,-1
"8175","HK710","HK2020",9.16441581660557,-1
"8176","HK710","HK2022",59.4898837452077,-1
"8177","HK710","HK3883",10.7414847951476,-1
"8178","HK710","HK2037",24.9481754155634,1
"8179","HK710","HK2039",14.001454653645,1
"8180","HK710","HK3889",13.1413984455081,-1
"8181","HK710","HK2925",21.4897537610304,1
"8182","HK710","HK2058",18.2996672463289,1
"8183","HK710","HK271",9.43451978544077,1
"8184","HK710","HK2063",1.86206205193217,1
"8185","HK710","HK2930",88.7209408784226,-1
"8186","HK710","HK763",7.33755464812364,1
"8187","HK710","HK2079",1.49869667739384,1
"8188","HK710","HK2933",2.24075980544098,-1
"8189","HK710","HK2086",6.24341022569748,1
"8190","HK710","HK2937",24.5171994647318,-1
"8191","HK710","HK2939",27.8116514309209,-1
"8192","HK710","HK2115",69.9340192328483,1
"8193","HK710","HK3911",1.20844414891681,-1
"8194","HK710","HK3912",98.5656570111245,1
"8195","HK710","HK3914",3.90326839342551,1
"8196","HK710","HK2125",22.8852813191863,1
"8197","HK710","HK2137",14.6023992103577,1
"8198","HK710","HK2148",12.4106085601699,-1
"8199","HK710","HK2164",27.515804767649,1
"8200","HK710","HK2950",68.1125889540973,1
"8201","HK710","HK2951",4.40475813024369,1
"8202","HK710","HK2954",47.3735743241349,1
"8203","HK710","HK1322",8.50819187177029,1
"8204","HK710","HK2202",3.62011076977228,1
"8205","HK710","HK2963",66.9667401778497,-1
"8206","HK710","HK2214",5.44206737749024,-1
"8207","HK710","HK2964",4.11015086252419,-1
"8208","HK710","HK3943",4.15586391014534,1
"8209","HK710","HK3437",87.9985953120537,-1
"8210","HK710","HK3948",11.0578621744967,-1
"8211","HK710","HK2236",2.28350247806761,-1
"8212","HK710","HK2973",12.0657295054808,1
"8213","HK710","HK589",1.01932978876378,1
"8214","HK710","HK2252",5.72429815125566,-1
"8215","HK710","HK2260",1.94411513998213,1
"8216","HK710","HK2266",86.7663353236367,1
"8217","HK710","HK2980",18.9309388197694,1
"8218","HK710","HK962",89.9532817746669,1
"8219","HK710","HK2988",9.61748983551151,1
"8220","HK710","HK2290",13.375820641083,1
"8221","HK710","HK2292",31.4004617094466,1
"8222","HK710","HK2297",1.28367066323694,1
"8223","HK710","HK2991",11.7895373032043,1
"8224","HK710","HK2302",23.4548263597663,1
"8225","HK710","HK3986",18.8623283979979,1
"8226","HK710","HK2310",33.9576820144675,1
"8227","HK710","HK2996",88.5817976351961,1
"8228","HK710","HK2997",30.5551190719663,1
"8229","HK710","HK2324",9.91848007996392,1
"8230","HK710","HK2362",2.48730377149645,1
"8231","HK710","HK2364",8.74163287639807,1
"8232","HK710","HK325",88.2295511201857,-1
"8233","HK710","HK2384",1.4989548014462,-1
"8234","HK710","HK3147",5.62022826586451,1
"8235","HK710","HK330",1.43851718766279,1
"8236","HK710","HK1232",19.2688496316409,-1
"8237","HK710","HK2426",7.83903657140306,1
"8238","HK710","HK3023",49.7645768121832,1
"8239","HK710","HK2451",1.70822226215435,1
"8240","HK710","HK2452",24.3630385448149,1
"8241","HK710","HK3025",1.2299287879439,1
"8242","HK710","HK2453",83.384642756272,-1
"8243","HK710","HK3027",2.00288492808641,1
"8244","HK710","HK3029",2.76388597943726,-1
"8245","HK710","HK890",48.701227241345,1
"8246","HK710","HK2504",28.4314071149488,-1
"8247","HK710","HK135",2.67569892677734,1
"8248","HK710","HK3052",40.9994711911499,1
"8249","HK710","HK2525",10.4798725456338,1
"8250","HK710","HK2532",8.73844844723527,1
"8251","HK710","HK2541",45.2957968268796,1
"8252","HK710","HK2548",10.6249691110043,-1
"8253","HK710","HK2550",7.62498706411539,-1
"8254","HK710","HK2555",9.68726268153272,-1
"8255","HK710","HK2564",2.36212394099539,1
"8256","HK710","HK2575",8.09888105154478,1
"8257","HK710","HK3516",14.4317139004479,1
"8258","HK710","HK2587",28.4162590798503,1
"8259","HK710","HK3072",6.55451669974428,1
"8260","HK710","HK3075",10.1341051053022,1
"8261","HK710","HK3076",5.48931801192029,1
"8262","HK710","HK2602",52.7585810771267,1
"8263","HK710","HK2624",1.07691711259991,1
"8264","HK710","HK3085",88.2846535913843,1
"8265","HK710","HK3088",86.9345735170605,1
"8266","HK710","HK2643",94.2188455081512,1
"8267","HK710","HK2644",88.9997954174326,1
"8268","HK710","HK3540",96.8706371168494,-1
"8269","HK710","HK2704",32.8860942890952,1
"8270","HK710","HK2706",13.4765936932639,1
"8271","HK710","HK2709",8.62492459485788,1
"8272","HK1431","HK1016",2.86107162202312,1
"8273","HK1431","HK1269",17.9759185595792,1
"8274","HK1431","HK1021",21.1759587258822,1
"8275","HK1431","HK1025",2.1658339714891,1
"8276","HK1431","HK1571",1.40664312633938,1
"8277","HK1431","HK446",23.5644520445414,1
"8278","HK1431","HK1056",78.9825010054401,1
"8279","HK1431","HK1060",34.125569279603,1
"8280","HK1431","HK1063",6.11332167675727,1
"8281","HK1431","HK1065",74.2209377514311,1
"8282","HK1431","HK1075",13.0663156002541,-1
"8283","HK1431","HK1911",5.27544593338889,1
"8284","HK1431","HK3187",1.53219218034736,1
"8285","HK1431","HK863",14.2269276828295,1
"8286","HK1431","HK89",23.8114637921962,1
"8287","HK1431","HK3961",6.44747586135336,1
"8288","HK1431","HK2344",6.65426080620961,1
"8289","HK1431","HK3475",1.11444941043641,1
"8290","HK1431","HK352",3.99022459614427,-1
"8291","HK1431","HK2523",3.21863152544198,1
"8292","HK1431","HK2587",43.7055666045507,1
"8293","HK1431","HK682",57.6613068980397,-1
"8294","HK1431","HK2681",1.64399632746537,1
"8295","HK1431","HK1137",58.205701304202,1
"8296","HK2","HK7",78.9103348621505,1
"8297","HK2","HK8",3.09965875177551,-1
"8298","HK2","HK11",1.22393111607373,-1
"8299","HK2","HK12",37.2172396258393,1
"8300","HK2","HK13",15.8290778197548,-1
"8301","HK2","HK14",24.4904765408868,-1
"8302","HK2","HK15",17.2888006273577,1
"8303","HK2","HK16",2.30594634473001,1
"8304","HK2","HK17",38.4228330328349,-1
"8305","HK2","HK18",43.8623338573966,-1
"8306","HK2","HK19",12.243857624661,1
"8307","HK2","HK20",4.29237456737534,-1
"8308","HK2","HK21",49.1659640017876,1
"8309","HK2","HK22",3.44152210158825,1
"8310","HK2","HK23",5.42784729374519,-1
"8311","HK2","HK24",62.9411855316498,1
"8312","HK2","HK25",25.6901171111579,-1
"8313","HK2","HK26",4.73698961384386,1
"8314","HK2","HK27",24.6006209705318,1
"8315","HK2","HK28",30.5484199212306,-1
"8316","HK2","HK29",5.97451557460546,-1
"8317","HK2","HK30",16.7938849372159,-1
"8318","HK2","HK31",1.24496339704991,-1
"8319","HK2","HK32",2.12990169963575,1
"8320","HK2","HK33",3.67327477078745,1
"8321","HK2","HK34",1.45565473321232,-1
